complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
1339,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST8167,2025-03-20 14:10:00,2025-03-25 22:34:01
1340,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST2700,2025-12-28 09:06:00,2026-01-04 03:52:30
1341,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST9924,2025-08-14 12:06:00,2025-08-16 10:03:56
1342,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST4471,2025-07-26 13:02:00,2025-07-28 17:54:18
1343,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST6744,2025-07-04 13:12:00,2025-07-10 11:38:57
1344,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST1124,2025-06-27 17:41:00,2025-06-28 20:38:26
1345,"Excellent service today, very satisfied with the response.",,Customer Support,Closed,CUST7794,2025-07-09 08:56:00,2025-07-10 05:10:24
1346,The road near the facility is damaged and causing accidents.,,Maintenance,Open,CUST7134,2025-11-14 16:02:00,
1347,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,In Progress,CUST8045,2025-10-20 10:20:00,
1348,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8030,2025-04-21 17:25:00,2025-04-27 11:31:02
1349,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST8166,2025-12-06 12:25:00,2025-12-08 11:51:17
1350,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST5263,2025-07-21 17:36:00,2025-07-23 04:29:39
1351,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Open,CUST3507,2025-12-07 10:05:00,
1352,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST3138,2025-11-03 09:36:00,2025-11-06 09:49:44
1353,"The new online system has made things much easier, well done.",,Customer Support,In Progress,CUST5018,2025-03-21 16:57:00,
1354,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,In Progress,CUST1379,2025-09-22 11:03:00,
1355,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST3323,2025-11-04 13:29:00,2025-11-21 22:45:32
1356,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST7402,2025-02-16 17:54:00,2025-02-21 04:57:12
1357,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST7148,2025-06-16 22:40:00,
1358,There is clear favoritism and under-the-table dealing happening.,,Administration,In Progress,CUST3927,2025-11-26 11:10:00,
1359,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Closed,CUST9953,2025-10-04 17:21:00,2025-10-14 10:31:33
1360,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST9486,2025-09-04 20:12:00,2025-09-08 00:50:41
1361,I was treated very disrespectfully by the customer support agent.,,Customer Support,Closed,CUST3270,2025-04-12 09:07:00,2025-04-16 18:41:30
1362,My bill amount doubled this month without any explanation.,,Billing,Closed,CUST5822,2025-04-16 18:12:00,2025-04-18 14:16:28
1363,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST5605,2025-06-13 07:59:00,
1364,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,In Progress,CUST8992,2025-07-25 18:37:00,
1365,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST7275,2025-06-24 12:17:00,2025-06-30 07:28:50
1366,The staff member was polite and handled my issue very well.,,Customer Support,Open,CUST1553,2025-05-21 19:52:00,
1367,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST9691,2025-07-10 02:38:00,2025-07-11 04:28:45
1368,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST5019,2025-02-26 12:20:00,2025-03-05 18:17:26
1369,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST1178,2025-06-25 15:20:00,
1370,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST7317,2025-06-26 08:20:00,2025-07-07 20:08:07
1371,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST2225,2025-07-04 10:35:00,
1372,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST1813,2025-08-14 11:20:00,2025-08-20 17:11:45
1373,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST6355,2025-01-09 09:26:00,
1374,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Resolved,CUST1076,2025-07-10 20:01:00,2025-07-22 01:00:29
1375,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST1640,2025-03-13 00:02:00,2025-03-13 18:53:29
1376,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST5500,2025-02-04 01:53:00,2025-02-10 19:00:03
1377,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST7444,2025-06-18 15:49:00,
1378,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Open,CUST2683,2025-07-21 17:58:00,
1379,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST8138,2025-10-05 15:06:00,2025-10-07 23:11:25
1380,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1080,2025-03-26 16:23:00,2025-03-30 11:52:44
1381,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Open,CUST2229,2025-04-26 14:02:00,
1382,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST8548,2025-09-13 16:17:00,2025-09-19 09:09:10
1383,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST7771,2025-11-25 07:37:00,2025-11-28 04:09:48
1384,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST5596,2025-07-08 12:36:00,2025-07-16 07:33:16
1385,I have been waiting since last month for this issue to be fixed.,,Operations,In Progress,CUST4971,2025-04-09 11:49:00,
1386,There is a major leakage that has not been fixed for weeks.,,Maintenance,Open,CUST4541,2025-08-03 07:31:00,
1387,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST9644,2025-03-04 10:21:00,
1388,The employee refused to help and was arguing instead of assisting.,,Customer Support,Resolved,CUST9265,2025-09-10 08:45:00,2025-09-12 11:17:48
1389,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST9412,2025-04-12 16:24:00,2025-04-14 16:58:46
1390,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST2672,2025-03-09 10:27:00,
1391,I was overcharged on my last bill and no one is responding.,,Billing,Closed,CUST1468,2025-09-08 07:01:00,2025-09-10 18:42:06
1392,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST8069,2025-06-09 13:07:00,2025-06-13 08:06:10
1393,Why is the late fee applied when I paid on time?,,Billing,Open,CUST2602,2025-07-17 06:21:00,
1394,Why is the late fee applied when I paid on time?,Billing Issue,Billing,In Progress,CUST5520,2025-09-14 07:12:00,
1395,Very unprofessional behavior from the officer on duty.,,Customer Support,Open,CUST2819,2025-07-04 11:43:00,
1396,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,In Progress,CUST5513,2025-11-19 10:17:00,
1397,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST5395,2025-08-13 09:25:00,2025-08-20 06:25:12
1398,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,In Progress,CUST1050,2025-09-12 10:40:00,
1399,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST4909,2025-11-20 16:30:00,2025-11-22 13:31:31
1400,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST8775,2025-03-11 18:57:00,2025-03-14 08:24:14
1401,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Open,CUST1159,2025-03-09 10:56:00,
1402,Poor maintenance of the facility is causing repeated problems.,,Maintenance,In Progress,CUST1284,2025-07-16 12:55:00,
1403,The employee refused to help and was arguing instead of assisting.,,Customer Support,In Progress,CUST2538,2025-10-17 09:32:00,
1404,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST8970,2025-06-24 14:22:00,2025-06-26 15:31:02
1405,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8935,2025-01-12 11:19:00,2025-01-18 00:37:50
1406,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST3320,2025-09-01 14:09:00,2025-09-01 15:09:00
1407,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST2462,2025-04-24 14:44:00,2025-04-29 23:33:29
1408,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST8360,2025-08-09 14:56:00,2025-08-11 18:57:31
1409,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST7836,2025-04-22 09:22:00,2025-04-23 04:38:49
1410,"The new online system has made things much easier, well done.",,Customer Support,Resolved,CUST3014,2025-05-02 15:37:00,2025-05-03 20:11:22
1411,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST1136,2025-07-26 13:50:00,
1412,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST3664,2025-06-05 13:33:00,2025-06-09 04:06:27
1413,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST3022,2025-02-10 08:00:00,2025-02-13 20:32:14
1414,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3256,2025-01-12 12:42:00,2025-01-15 05:47:11
1415,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST2409,2025-09-17 10:42:00,2025-09-23 02:47:29
1416,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,CUST4585,2025-12-07 06:27:00,2025-12-12 10:39:02
1417,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST2607,2025-04-22 16:40:00,2025-04-24 04:38:37
1418,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST3280,2025-08-06 10:36:00,2025-08-12 17:31:21
1419,There is a major leakage that has not been fixed for weeks.,,Maintenance,In Progress,CUST5871,2025-04-14 15:35:00,
1420,,Staff Behavior,Customer Support,Closed,CUST3270,2025-07-13 07:50:00,2025-07-17 07:35:46
1421,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST8643,2025-07-22 10:45:00,2025-07-24 09:46:35
1422,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST3303,2025-06-18 08:01:00,2025-06-19 17:15:20
1423,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST5806,2025-09-19 17:32:00,2025-09-25 07:59:33
1424,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST9487,2025-03-22 10:00:00,2025-03-24 15:02:28
1425,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST2595,2025-02-09 11:53:00,2025-02-12 17:27:31
1426,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST9369,2025-07-11 18:55:00,
1427,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST3234,2025-08-17 11:09:00,2025-08-21 02:47:25
1428,No technician has visited despite multiple requests.,,Operations,Closed,CUST8945,2025-05-10 11:46:00,2025-05-19 10:53:16
1429,There is a major leakage that has not been fixed for weeks.,,Maintenance,Resolved,CUST2587,2025-02-01 14:09:00,2025-02-11 15:55:46
1430,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST2995,2025-07-27 15:32:00,2025-07-31 00:20:45
1431,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Closed,CUST8194,2025-12-27 21:15:00,2025-12-30 18:35:29
1432,There is clear favoritism and under-the-table dealing happening.,,Administration,Open,CUST4943,2025-03-05 08:40:00,
1433,The online payment portal charged me twice for the same bill.,,Billing,In Progress,CUST9076,2025-04-16 16:18:00,
1434,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST7960,2025-06-23 14:51:00,
1435,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Open,CUST8282,2025-06-19 06:24:00,
1436,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST3593,2025-12-15 11:56:00,2025-12-18 08:15:22
1437,Staff keep telling me to wait but nothing happens.,,Operations,Resolved,CUST3480,2025-04-23 20:33:00,2025-04-23 21:33:00
1438,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST5963,2025-05-23 12:54:00,2025-05-28 13:42:38
1439,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST3955,2025-11-21 09:30:00,2025-11-21 20:00:58
1440,The new infrastructure upgrade has improved things significantly.,,Maintenance,Open,CUST6703,2025-09-17 06:16:00,
1441,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST2740,2025-02-01 16:54:00,2025-02-05 07:34:48
1442,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Closed,CUST4876,2025-05-08 11:49:00,2025-05-11 21:13:36
1443,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST2014,2025-09-13 09:48:00,2025-09-15 15:34:08
1444,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST1482,2025-01-24 14:04:00,2025-02-05 09:11:44
1445,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Open,CUST4272,2025-02-15 09:24:00,
1446,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST9659,2025-06-10 15:14:00,
1447,No safety measures are in place despite previous warnings.,,Security,Closed,CUST1544,2025-02-01 14:40:00,2025-02-05 05:56:20
